0 0 0 0
0 1 -1 0
0 2 -1 -1
0 3 -2 -1
0 4 -2 0
0 5 -2 1
0 6 -2 2
0 7 -3 2
0 8 -3 3
0 9 -4 3
0 10 -5 3
0 11 -6 3
0 12 -7 3
0 13 -7 4
0 14 -7 5
0 15 -8 5
0 16 -8 6
0 17 -9 6
0 18 -9 5
0 19 -9 4
0 20 -8 4
0 21 -8 3
0 22 -9 3
0 23 -10 3
0 24 -11 3
0 25 -11 4
0 26 -12 4
0 27 -13 4
0 28 -13 3
0 29 -13 2
0 30 -13 1
0 31 -14 1
0 32 -14 0
0 33 -14 -1
0 34 -14 -2
0 35 -13 -2
0 36 -12 -2
0 37 -11 -2
0 38 -11 -1
0 39 -12 -1
0 40 -13 -1
0 41 -13 0
0 42 -12 0
0 43 -12 1
0 44 -11 1
0 45 -10 1
0 46 -9 1
0 47 -9 2
0 48 -8 2
0 49 -7 2
0 50 -6 2
0 51 -6 1
0 52 -5 1
0 53 -5 0
0 54 -4 0
0 55 -3 0
0 56 -3 -1
0 57 -3 -2
0 58 -2 -2
0 59 -2 -3
0 60 -2 -4
0 61 -2 -5
0 62 -1 -5
0 63 -1 -4
0 64 -1 -3
0 65 0 -3
0 66 0 -2
0 67 0 -1
0 68 1 -1
0 69 2 -1
0 70 2 -2
0 71 1 -2
0 72 1 -3
0 73 2 -3
0 74 2 -4
0 75 1 -4
0 76 0 -4
0 77 0 -5
0 78 0 -6
0 79 1 -6
0 80 2 -6
0 81 2 -7
0 82 1 -7
0 83 0 -7
0 84 0 -8
0 85 -1 -8
0 86 -1 -7
0 87 -2 -7
0 88 -2 -6
0 89 -3 -6
0 90 -3 -7
0 91 -3 -8
0 92 -4 -8
0 93 -4 -7
0 94 -4 -6
0 95 -5 -6
0 96 -5 -5
0 97 -6 -5
0 98 -7 -5
0 99 -8 -5
0 100 -8 -6
1 0 0 0
1 1 0 1
1 2 -1 1
1 3 -2 1
1 4 -2 2
1 5 -2 3
1 6 -1 3
1 7 -1 2
1 8 0 2
1 9 1 2
1 10 1 3
1 11 2 3
1 12 2 4
1 13 3 4
1 14 3 3
1 15 4 3
1 16 4 4
1 17 5 4
1 18 5 5
1 19 6 5
1 20 7 5
1 21 7 6
1 22 8 6
1 23 8 5
1 24 8 4
1 25 7 4
1 26 7 3
1 27 8 3
1 28 9 3
1 29 9 2
1 30 9 1
1 31 9 0
1 32 10 0
1 33 10 1
1 34 10 2
1 35 11 2
1 36 11 1
1 37 12 1
1 38 12 2
1 39 12 3
1 40 13 3
1 41 13 2
1 42 14 2
1 43 15 2
1 44 16 2
1 45 16 1
1 46 15 1
1 47 14 1
1 48 14 0
1 49 13 0
1 50 13 -1
1 51 14 -1
1 52 15 -1
1 53 16 -1
1 54 16 -2
1 55 15 -2
1 56 14 -2
1 57 14 -3
1 58 15 -3
1 59 15 -4
1 60 15 -5
1 61 15 -6
1 62 16 -6
1 63 16 -5
1 64 17 -5
1 65 18 -5
1 66 19 -5
1 67 19 -6
1 68 18 -6
1 69 18 -7
1 70 19 -7
1 71 19 -8
1 72 18 -8
1 73 18 -9
1 74 19 -9
1 75 20 -9
1 76 21 -9
1 77 22 -9
1 78 22 -8
1 79 21 -8
1 80 20 -8
1 81 20 -7
1 82 21 -7
1 83 22 -7
1 84 22 -6
1 85 21 -6
1 86 20 -6
1 87 20 -5
1 88 21 -5
1 89 22 -5
1 90 22 -4
1 91 23 -4
1 92 23 -3
1 93 24 -3
1 94 24 -4
1 95 25 -4
1 96 25 -5
1 97 26 -5
1 98 27 -5
1 99 27 -4
1 100 28 -4
2 0 0 0
2 1 1 0
2 2 1 -1
2 3 2 -1
2 4 2 0
2 5 3 0
2 6 3 -1
2 7 3 -2
2 8 3 -3
2 9 2 -3
2 10 2 -2
2 11 1 -2
2 12 0 -2
2 13 0 -3
2 14 1 -3
2 15 1 -4
2 16 2 -4
2 17 2 -5
2 18 2 -6
2 19 3 -6
2 20 3 -5
2 21 4 -5
2 22 5 -5
2 23 6 -5
2 24 7 -5
2 25 7 -6
2 26 7 -7
2 27 6 -7
2 28 6 -8
2 29 7 -8
2 30 7 -9
2 31 8 -9
2 32 9 -9
2 33 10 -9
2 34 10 -8
2 35 10 -7
2 36 9 -7
2 37 9 -8
2 38 8 -8
2 39 8 -7
2 40 8 -6
2 41 8 -5
2 42 9 -5
2 43 9 -6
2 44 10 -6
2 45 10 -5
2 46 11 -5
2 47 12 -5
2 48 12 -6
2 49 12 -7
2 50 12 -8
2 51 11 -8
2 52 11 -9
2 53 11 -10
2 54 12 -10
2 55 13 -10
2 56 14 -10
2 57 15 -10
2 58 15 -9
2 59 14 -9
2 60 14 -8
2 61 15 -8
2 62 16 -8
2 63 16 -9
2 64 16 -10
2 65 16 -11
2 66 15 -11
2 67 15 -12
2 68 14 -12
2 69 13 -12
2 70 13 -11
2 71 12 -11
2 72 12 -12
2 73 12 -13
2 74 13 -13
2 75 13 -14
2 76 12 -14
2 77 11 -14
2 78 10 -14
2 79 10 -15
2 80 9 -15
2 81 8 -15
2 82 7 -15
2 83 6 -15
2 84 6 -16
2 85 5 -16
2 86 4 -16
2 87 4 -15
2 88 4 -14
2 89 4 -13
2 90 3 -13
2 91 2 -13
2 92 1 -13
2 93 0 -13
2 94 0 -12
2 95 0 -11
2 96 -1 -11
2 97 -1 -10
2 98 0 -10
2 99 0 -9
2 100 0 -8
3 0 0 0
3 1 -1 0
3 2 -2 0
3 3 -2 1
3 4 -1 1
3 5 -1 2
3 6 -1 3
3 7 -2 3
3 8 -2 4
3 9 -1 4
3 10 0 4
3 11 1 4
3 12 2 4
3 13 2 3
3 14 1 3
3 15 0 3
3 16 0 2
3 17 1 2
3 18 2 2
3 19 3 2
3 20 3 3
3 21 3 4
3 22 4 4
3 23 4 5
3 24 3 5
3 25 2 5
3 26 2 6
3 27 2 7
3 28 3 7
3 29 3 8
3 30 3 9
3 31 2 9
3 32 2 10
3 33 3 10
3 34 3 11
3 35 2 11
3 36 2 12
3 37 1 12
3 38 0 12
3 39 -1 12
3 40 -1 13
3 41 -1 14
3 42 -2 14
3 43 -2 15
3 44 -3 15
3 45 -3 16
3 46 -4 16
3 47 -5 16
3 48 -6 16
3 49 -7 16
3 50 -7 17
3 51 -7 18
3 52 -7 19
3 53 -7 20
3 54 -6 20
3 55 -5 20
3 56 -5 21
3 57 -5 22
3 58 -5 23
3 59 -6 23
3 60 -7 23
3 61 -7 22
3 62 -8 22
3 63 -8 21
3 64 -8 20
3 65 -9 20
3 66 -10 20
3 67 -10 21
3 68 -10 22
3 69 -11 22
3 70 -12 22
3 71 -12 23
3 72 -12 24
3 73 -12 25
3 74 -13 25
3 75 -13 26
3 76 -12 26
3 77 -11 26
3 78 -10 26
3 79 -10 27
3 80 -9 27
3 81 -9 26
3 82 -9 25
3 83 -9 24
3 84 -10 24
3 85 -10 25
3 86 -11 25
3 87 -11 24
3 88 -11 23
3 89 -10 23
3 90 -9 23
3 91 -8 23
3 92 -8 24
3 93 -7 24
3 94 -6 24
3 95 -6 25
3 96 -7 25
3 97 -7 26
3 98 -8 26
3 99 -8 27
3 100 -7 27
4 0 0 0
4 1 -1 0
4 2 -2 0
4 3 -2 1
4 4 -1 1
4 5 0 1
4 6 0 2
4 7 1 2
4 8 2 2
4 9 2 3
4 10 2 4
4 11 1 4
4 12 1 5
4 13 2 5
4 14 3 5
4 15 3 6
4 16 3 7
4 17 4 7
4 18 5 7
4 19 5 6
4 20 6 6
4 21 6 5
4 22 5 5
4 23 4 5
4 24 4 4
4 25 4 3
4 26 3 3
4 27 3 2
4 28 3 1
4 29 4 1
4 30 4 2
4 31 5 2
4 32 5 3
4 33 5 4
4 34 6 4
4 35 7 4
4 36 8 4
4 37 8 3
4 38 7 3
4 39 6 3
4 40 6 2
4 41 6 1
4 42 7 1
4 43 7 2
4 44 8 2
4 45 8 1
4 46 9 1
4 47 10 1
4 48 10 2
4 49 11 2
4 50 11 3
4 51 12 3
4 52 12 4
4 53 12 5
4 54 13 5
4 55 14 5
4 56 14 4
4 57 14 3
4 58 15 3
4 59 15 2
4 60 15 1
4 61 16 1
4 62 16 2
4 63 16 3
4 64 16 4
4 65 16 5
4 66 16 6
4 67 15 6
4 68 14 6
4 69 13 6
4 70 12 6
4 71 12 7
4 72 12 8
4 73 11 8
4 74 10 8
4 75 9 8
4 76 8 8
4 77 8 7
4 78 7 7
4 79 7 8
4 80 7 9
4 81 7 10
4 82 8 10
4 83 8 9
4 84 9 9
4 85 10 9
4 86 11 9
4 87 11 10
4 88 11 11
4 89 10 11
4 90 10 12
4 91 11 12
4 92 12 12
4 93 12 11
4 94 13 11
4 95 14 11
4 96 14 10
4 97 13 10
4 98 13 9
4 99 14 9
4 100 15 9
