1749
Final configuration
Ar 46.2693 4.97793 0.0
Ar 44.7763 3.08726 0.0
Ar 1.78617 1.42616 0.0
Ar 0.459763 4.80045 0.0
Ar 4.64857 45.2587 0.0
Ar 5.41422 1.31923 0.0
Ar 4.63024 7.92298 0.0
Ar 5.58436 7.04882 0.0
Ar 7.86958 42.3746 0.0
Ar 9.8027 3.54887 0.0
Ar 8.96546 41.977 0.0
Ar 19.5212 45.357 0.0
Ar 14.9536 45.938 0.0
Ar 18.7769 0.810711 0.0
Ar 22.7144 40.7648 0.0
Ar 30.8924 47.212 0.0
Ar 21.8931 45.5107 0.0
Ar 16.253 48.4372 0.0
Ar 13.7771 49.7984 0.0
Ar 18.8409 40.3743 0.0
Ar 17.3485 1.23968 0.0
Ar 24.5836 49.7728 0.0
Ar 27.5295 48.7389 0.0
Ar 29.5146 39.94 0.0
Ar 34.0996 2.42254 0.0
Ar 23.8983 3.04703 0.0
Ar 37.0946 6.52203 0.0
Ar 31.743 40.9757 0.0
Ar 41.5709 48.6822 0.0
Ar 35.8107 49.5163 0.0
Ar 38.5814 4.95008 0.0
Ar 43.5944 46.6094 0.0
Ar 48.1798 1.38817 0.0
Ar 46.9062 42.7549 0.0
Ar 46.2771 49.6922 0.0
Ar 39.1902 9.05092 0.0
Ar 37.0235 3.33137 0.0
Ar 46.3018 46.5415 0.0
Ar 41.5145 5.02252 0.0
Ar 45.5894 3.78994 0.0
Ar 49.595 47.4242 0.0
Ar 2.75463 41.8996 0.0
Ar 4.14511 3.26358 0.0
Ar 7.74309 3.1961 0.0
Ar 5.68786 11.3721 0.0
Ar 46.649 3.01406 0.0
Ar 7.44554 47.9341 0.0
Ar 7.94413 48.8436 0.0
Ar 47.5373 5.07599 0.0
Ar 10.1902 11.6589 0.0
Ar 16.7877 47.3715 0.0
Ar 10.8053 5.68702 0.0
Ar 9.51985 7.40835 0.0
Ar 15.7861 49.5538 0.0
Ar 17.2385 37.8988 0.0
Ar 16.5043 8.32539 0.0
Ar 20.6243 43.4411 0.0
Ar 9.52114 43.8787 0.0
Ar 11.5469 3.64452 0.0
Ar 26.5574 48.2642 0.0
Ar 14.7337 49.1625 0.0
Ar 21.6004 4.82869 0.0
Ar 19.5227 0.164869 0.0
Ar 35.923 3.21832 0.0
Ar 27.0963 0.77936 0.0
Ar 18.8703 47.9978 0.0
Ar 39.6719 4.18891 0.0
Ar 18.5112 4.70402 0.0
Ar 37.4417 44.8485 0.0
Ar 22.4659 3.51461 0.0
Ar 22.1793 1.5421 0.0
Ar 36.3757 4.18658 0.0
Ar 28.2835 43.3934 0.0
Ar 32.5938 11.1367 0.0
Ar 35.7328 0.704674 0.0
Ar 37.7312 47.4433 0.0
Ar 39.6088 1.58448 0.0
Ar 37.3737 7.59156 0.0
Ar 40.7515 5.88283 0.0
Ar 43.5487 48.195 0.0
Ar 46.3426 13.0449 0.0
Ar 42.9995 2.83801 0.0
Ar 41.0719 47.7111 0.0
Ar 10.7495 49.2619 0.0
Ar 46.1323 8.62256 0.0
Ar 47.6319 49.2567 0.0
Ar 4.88263 6.28788 0.0
Ar 7.1382 4.26205 0.0
Ar 3.13674 49.0519 0.0
Ar 0.412784 12.0431 0.0
Ar 18.2841 45.1056 0.0
Ar 7.02593 7.17208 0.0
Ar 14.8258 47.857 0.0
Ar 11.0302 45.6227 0.0
Ar 6.67542 44.76 0.0
Ar 14.214 2.24223 0.0
Ar 14.6658 8.24887 0.0
Ar 14.7914 44.5024 0.0
Ar 23.2116 46.5507 0.0
Ar 15.5604 2.91779 0.0
Ar 16.639 3.04053 0.0
Ar 22.1923 0.45057 0.0
Ar 27.8486 8.01779 0.0
Ar 30.3911 48.2821 0.0
Ar 35.8835 6.34233 0.0
Ar 22.6201 4.56927 0.0
Ar 28.5098 2.67872 0.0
Ar 35.1865 2.45008 0.0
Ar 27.6182 47.3923 0.0
Ar 34.5946 42.9804 0.0
Ar 31.1313 7.39467 0.0
Ar 33.885 0.199833 0.0
Ar 30.2426 1.55699 0.0
Ar 35.435 47.337 0.0
Ar 43.4971 49.4028 0.0
Ar 31.2119 1.82204 0.0
Ar 34.979 1.3825 0.0
Ar 41.7856 11.4933 0.0
Ar 42.0762 2.53768 0.0
Ar 39.6881 8.12046 0.0
Ar 42.6789 1.44356 0.0
Ar 48.1547 0.303674 0.0
Ar 45.9481 6.28221 0.0
Ar 47.0123 1.8729 0.0
Ar 48.3753 2.40617 0.0
Ar 0.799029 48.9038 0.0
Ar 37.7385 13.4725 0.0
Ar 4.16265 12.4477 0.0
Ar 11.9737 11.4562 0.0
Ar 0.117705 19.206 0.0
Ar 47.3326 13.5082 0.0
Ar 48.365 6.12639 0.0
Ar 2.2881 46.9089 0.0
Ar 12.5541 4.29305 0.0
Ar 6.38915 48.259 0.0
Ar 15.4354 5.4269 0.0
Ar 13.8906 43.1522 0.0
Ar 13.4614 6.4367 0.0
Ar 11.6403 6.22013 0.0
Ar 22.9549 2.41217 0.0
Ar 4.95502 3.95048 0.0
Ar 25.4618 3.92758 0.0
Ar 17.5629 8.9708 0.0
Ar 24.2427 2.14082 0.0
Ar 19.6337 4.53914 0.0
Ar 9.50543 2.15088 0.0
Ar 25.6617 49.8069 0.0
Ar 28.1689 3.80246 0.0
Ar 34.2545 6.40041 0.0
Ar 32.6043 48.668 0.0
Ar 28.9692 1.81103 0.0
Ar 37.6754 48.5246 0.0
Ar 36.3464 46.5794 0.0
Ar 28.8175 12.2447 0.0
Ar 36.4855 8.58256 0.0
Ar 31.8203 11.953 0.0
Ar 41.8622 7.54858 0.0
Ar 39.8901 49.3943 0.0
Ar 37.8615 49.9489 0.0
Ar 37.5497 2.15015 0.0
Ar 38.5095 49.1335 0.0
Ar 41.8797 8.76354 0.0
Ar 44.1922 13.6772 0.0
Ar 43.5812 3.81658 0.0
Ar 42.7863 8.276 0.0
Ar 46.6649 9.5761 0.0
Ar 48.2004 4.2198 0.0
Ar 45.6476 2.53378 0.0
Ar 47.5315 11.3854 0.0
Ar 3.08212 12.5502 0.0
Ar 49.571 0.802434 0.0
Ar 1.32009 2.8119 0.0
Ar 42.3685 4.56674 0.0
Ar 4.03702 6.92312 0.0
Ar 14.9983 1.68063 0.0
Ar 10.5865 1.79259 0.0
Ar 7.31103 10.0978 0.0
Ar 9.67883 47.2565 0.0
Ar 17.0504 6.406 0.0
Ar 8.86671 8.25766 0.0
Ar 15.7211 46.9738 0.0
Ar 11.5592 1.22098 0.0
Ar 13.8764 1.05324 0.0
Ar 12.7588 1.50994 0.0
Ar 10.6623 4.4768 0.0
Ar 25.8392 4.9494 0.0
Ar 23.8147 4.09468 0.0
Ar 19.9545 8.98157 0.0
Ar 31.8539 6.02023 0.0
Ar 27.9606 10.27 0.0
Ar 30.7928 6.16531 0.0
Ar 20.1592 2.95131 0.0
Ar 29.7222 6.0074 0.0
Ar 31.4938 8.98956 0.0
Ar 27.6937 11.8286 0.0
Ar 29.6928 12.8868 0.0
Ar 38.4871 8.24683 0.0
Ar 34.5763 3.41234 0.0
Ar 34.0052 1.30283 0.0
Ar 28.7412 11.1266 0.0
Ar 37.9027 4.0261 0.0
Ar 32.6402 14.2514 0.0
Ar 45.5753 44.3254 0.0
Ar 40.1662 6.99652 0.0
Ar 0.5762 5.84835 0.0
Ar 44.5755 48.9275 0.0
Ar 49.8075 10.7806 0.0
Ar 48.6 5.10614 0.0
Ar 47.0685 0.79925 0.0
Ar 49.8222 48.4987 0.0
Ar 8.9509 10.9812 0.0
Ar 46.8382 4.05873 0.0
Ar 48.2365 7.38353 0.0
Ar 9.80144 6.2961 0.0
Ar 46.9896 6.68272 0.0
Ar 9.33475 1.09061 0.0
Ar 49.5861 5.45181 0.0
Ar 11.801 2.60704 0.0
Ar 17.0177 13.6336 0.0
Ar 2.34876 9.19739 0.0
Ar 18.3346 1.798 0.0
Ar 13.4535 3.6709 0.0
Ar 23.1409 1.14069 0.0
Ar 6.62954 12.2072 0.0
Ar 12.4228 5.50135 0.0
Ar 11.6285 4.92534 0.0
Ar 26.841 5.9217 0.0
Ar 21.3723 3.28357 0.0
Ar 29.5697 3.59721 0.0
Ar 17.9188 10.224 0.0
Ar 30.3769 5.0027 0.0
Ar 27.4671 4.701 0.0
Ar 31.5498 3.51167 0.0
Ar 32.8913 49.8385 0.0
Ar 23.8373 11.5593 0.0
Ar 30.5471 4.01292 0.0
Ar 28.426 15.942 0.0
Ar 34.6267 4.54998 0.0
Ar 37.7071 9.04996 0.0
Ar 32.7237 3.13757 0.0
Ar 25.8522 15.6773 0.0
Ar 48.5213 16.6168 0.0
Ar 30.9014 41.7539 0.0
Ar 35.0628 5.652 0.0
Ar 46.2201 15.1642 0.0
Ar 44.7973 45.0325 0.0
Ar 41.1911 1.83785 0.0
Ar 42.6281 12.6947 0.0
Ar 36.1574 14.9463 0.0
Ar 42.7861 6.90002 0.0
Ar 48.8943 3.42385 0.0
Ar 0.518511 7.05473 0.0
Ar 43.6548 14.5578 0.0
Ar 0.652027 17.7544 0.0
Ar 8.58599 9.88366 0.0
Ar 6.43674 6.27773 0.0
Ar 43.9615 10.1532 0.0
Ar 12.5831 0.436573 0.0
Ar 8.93098 2.94474 0.0
Ar 12.6257 15.9632 0.0
Ar 14.6731 10.7409 0.0
Ar 12.8402 2.56205 0.0
Ar 7.71858 6.35457 0.0
Ar 18.3121 16.0666 0.0
Ar 11.6474 8.42278 0.0
Ar 20.9344 9.18323 0.0
Ar 23.0549 37.5765 0.0
Ar 18.9951 7.30199 0.0
Ar 26.8662 7.51812 0.0
Ar 28.312 19.1974 0.0
Ar 8.53886 6.99568 0.0
Ar 15.5293 4.16182 0.0
Ar 24.9472 14.8603 0.0
Ar 30.0554 7.16507 0.0
Ar 31.5947 49.738 0.0
Ar 25.8598 8.17609 0.0
Ar 24.8358 8.52429 0.0
Ar 28.4678 48.0734 0.0
Ar 34.6026 49.1173 0.0
Ar 26.8586 11.1603 0.0
Ar 49.4184 46.3983 0.0
Ar 27.0531 9.59843 0.0
Ar 38.6173 3.35391 0.0
Ar 45.3511 13.3462 0.0
Ar 41.3605 49.7636 0.0
Ar 38.9594 7.16005 0.0
Ar 41.7991 0.973585 0.0
Ar 38.0192 10.1455 0.0
Ar 1.3261 7.65957 0.0
Ar 43.0304 13.6654 0.0
Ar 40.8425 2.92687 0.0
Ar 48.7556 11.6845 0.0
Ar 42.7785 5.70508 0.0
Ar 0.391042 13.1538 0.0
Ar 42.0318 25.9375 0.0
Ar 0.773924 0.288029 0.0
Ar 5.20117 12.305 0.0
Ar 4.35445 9.37807 0.0
Ar 8.28212 47.0681 0.0
Ar 47.6304 3.34613 0.0
Ar 11.79 49.3488 0.0
Ar 4.81771 5.08497 0.0
Ar 12.7081 7.193 0.0
Ar 6.18127 3.76938 0.0
Ar 11.1334 9.26196 0.0
Ar 3.75559 5.57942 0.0
Ar 19.9458 7.71888 0.0
Ar 13.5345 11.8908 0.0
Ar 6.45584 49.236 0.0
Ar 2.89584 4.70945 0.0
Ar 29.3447 48.7639 0.0
Ar 25.9176 9.31336 0.0
Ar 16.5464 4.12212 0.0
Ar 9.85041 9.86682 0.0
Ar 23.7634 5.24837 0.0
Ar 28.742 18.271 0.0
Ar 21.9895 9.29388 0.0
Ar 32.1863 7.10739 0.0
Ar 34.2807 7.95855 0.0
Ar 26.2666 2.0346 0.0
Ar 30.3047 8.48341 0.0
Ar 26.947 8.5556 0.0
Ar 38.0213 11.866 0.0
Ar 29.1377 8.60203 0.0
Ar 36.2467 7.50761 0.0
Ar 30.9211 9.875 0.0
Ar 40.3077 18.9728 0.0
Ar 40.8705 7.80914 0.0
Ar 43.2004 9.2551 0.0
Ar 49.2492 13.9081 0.0
Ar 38.9326 12.3722 0.0
Ar 28.9358 10.0854 0.0
Ar 46.939 12.1577 0.0
Ar 1.35581 8.801 0.0
Ar 2.56551 5.89837 0.0
Ar 1.90286 18.1057 0.0
Ar 48.529 15.4954 0.0
Ar 44.5049 6.09703 0.0
Ar 4.273 19.442 0.0
Ar 0.370033 3.39848 0.0
Ar 8.51471 44.3419 0.0
Ar 12.3861 48.1117 0.0
Ar 6.01175 10.0193 0.0
Ar 10.91 7.70579 0.0
Ar 49.2277 9.87614 0.0
Ar 19.5133 16.0817 0.0
Ar 14.6403 9.42864 0.0
Ar 5.52908 2.81041 0.0
Ar 21.3515 8.0686 0.0
Ar 8.12033 5.12029 0.0
Ar 19.2491 17.3054 0.0
Ar 9.20888 5.00931 0.0
Ar 29.0007 5.28036 0.0
Ar 22.0464 12.4999 0.0
Ar 24.2386 0.783346 0.0
Ar 14.5067 7.13686 0.0
Ar 20.136 10.0535 0.0
Ar 25.2471 18.9759 0.0
Ar 23.18 21.8855 0.0
Ar 24.9665 7.47407 0.0
Ar 32.8292 8.04429 0.0
Ar 27.1806 15.9529 0.0
Ar 25.1679 1.50433 0.0
Ar 33.0874 9.93189 0.0
Ar 36.4783 20.1178 0.0
Ar 33.1699 13.1348 0.0
Ar 35.7504 13.3367 0.0
Ar 31.3408 17.0052 0.0
Ar 45.4043 12.3191 0.0
Ar 41.5591 17.4542 0.0
Ar 2.53011 10.7788 0.0
Ar 33.6627 14.4391 0.0
Ar 46.6998 10.7071 0.0
Ar 43.679 0.573618 0.0
Ar 46.2143 21.3403 0.0
Ar 5.10353 10.5079 0.0
Ar 40.4777 10.7714 0.0
Ar 49.6699 18.2265 0.0
Ar 0.424775 9.71576 0.0
Ar 45.0973 7.05869 0.0
Ar 2.31512 15.0079 0.0
Ar 1.64392 6.44779 0.0
Ar 49.35 4.41513 0.0
Ar 5.4963 17.5084 0.0
Ar 11.2545 12.2692 0.0
Ar 4.7911 13.2507 0.0
Ar 6.63899 9.19447 0.0
Ar 7.328 13.107 0.0
Ar 29.1579 20.3022 0.0
Ar 21.1824 6.94609 0.0
Ar 15.0096 11.7387 0.0
Ar 3.65399 16.3589 0.0
Ar 7.76576 11.4675 0.0
Ar 16.7717 49.8351 0.0
Ar 20.717 4.13879 0.0
Ar 10.2011 12.9874 0.0
Ar 26.3337 3.15049 0.0
Ar 22.6536 11.6332 0.0
Ar 17.305 5.2879 0.0
Ar 22.2465 14.0667 0.0
Ar 37 11.457 0.0
Ar 22.8132 7.9614 0.0
Ar 28.0704 9.08348 0.0
Ar 33.567 3.70123 0.0
Ar 33.5015 7.10677 0.0
Ar 30.8972 12.7732 0.0
Ar 28.4822 13.287 0.0
